Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Total_Services,Revenue_Per_Month,Charge_To_Revenue_Ratio,Refund_Rate,Has_Refund,Has_Extra_Charges,High_Value_Customer,Service_Adoption_Rate,Churn_Prediction,Churn_Probability,Risk_Level,Predicted_Status,Top_Risk_Factors
19572-RAJ,Female,52,No,Rajasthan,11,19,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,45.65,191.05,0.0,0,181.6,372.65,Churned,Competitor,Competitor had better devices,2,18.6325,0.12217315669744414,0.0,0,0,0,0.2,1,0.8355057,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
53595-HAR,Female,67,No,Haryana,6,15,,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,146.9,0.0,0,53.86,200.76,Churned,Attitude,Attitude of support person,6,12.5475,0.3506641554321967,0.0,0,0,0,0.6,1,0.99529725,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
94078-TAM,Female,75,Yes,Tamil Nadu,15,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.1,69.1,0.0,0,16.19,85.29,Churned,Other,Moved,2,3.046071428571429,0.8007880403291227,0.0,0,0,0,0.2,1,0.99828726,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
57765-TAM,Male,37,Yes,Tamil Nadu,14,17,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,95.0,655.5,36.6,10,143.64,772.54,Churned,Competitor,Competitor had better devices,5,42.91888888888889,0.122812007136024,0.05575019040365575,1,1,0,0.5,1,0.97381705,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
69923-JHA,Male,52,No,Jharkhand,7,18,,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.85,59.85,0.0,0,22.05,81.9,Churned,Attitude,Attitude of support person,4,4.310526315789474,0.7219541616405307,0.0,0,0,0,0.4,1,0.9988451,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
52403-WES,Female,66,Yes,West Bengal,9,6,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,71.25,71.25,0.0,10,17.6,98.85,Joined,Others,Others,1,14.12142857142857,0.7135703555333,0.0,0,1,0,0.1,1,0.57152325,High,Will Churn,"Low Tenure (<1 year), Low Service Adoption, No Premium Support"
29855-TAM,Male,47,Yes,Tamil Nadu,2,18,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.0,1144.5,0.0,80,130.22,1354.72,Churned,Attitude,Attitude of support person,1,71.30105263157895,0.051633080577110316,0.0,0,1,0,0.1,1,0.8830889,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
35279-HAR,Female,43,No,Haryana,11,6,,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.2,59.2,0.0,0,13.58,72.78,Churned,Dissatisfaction,Service dissatisfaction,5,10.397142857142857,0.8023854703171591,0.0,0,0,0,0.5,1,0.99922705,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
88268-UTT,Female,48,Yes,Uttar Pradesh,1,31,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.9,19.9,0.0,0,49.51,69.41,Churned,Attitude,Attitude of support person,1,2.1690625,0.2826303081948587,0.0,0,0,0,0.1,1,0.9944958,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
95860-KAR,Male,69,No,Karnataka,5,22,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,0.0,0,582.0,1800.55,Churned,Dissatisfaction,Product dissatisfaction,6,78.28478260869565,0.05625711193139241,0.0,0,0,0,0.6,1,0.9826012,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
57150-TAM,Male,37,Yes,Tamil Nadu,9,8,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.9,497.55,0.0,0,155.58,653.13,Churned,Competitor,Competitor had better devices,5,72.57,0.12826196627581674,0.0,0,0,0,0.5,1,0.87540925,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
19998-AND,Female,18,No,Andhra Pradesh,0,2,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,256.75,0.0,0,89.52,346.27,Joined,Others,Others,5,115.42333333333333,0.24678204279091198,0.0,0,0,0,0.5,1,0.91283184,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
13973-WES,Female,66,Yes,West Bengal,2,11,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0.0,0,230.0,3674.85,Churned,Dissatisfaction,Poor expertise of online support,2,306.2375,0.01932886271202579,0.0,0,0,0,0.2,1,0.64157665,High,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
13086-KAR,Female,29,No,Karnataka,14,20,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.1,45.1,0.0,0,11.06,56.16,Churned,Other,Don't know,3,2.674285714285714,0.7890132960111967,0.0,0,0,0,0.3,1,0.99736553,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
36483-KAR,Male,42,No,Karnataka,2,14,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,15.77,35.52,Joined,Others,Others,1,2.3680000000000003,0.5407995618838992,0.0,0,0,0,0.1,1,0.9989359,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
25377-AND,Female,25,No,Andhra Pradesh,14,33,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.65,443.9,0.0,0,173.8,617.7,Churned,Dissatisfaction,Limited range of services,8,18.16764705882353,0.1707612736382738,0.0,0,0,0,0.8,1,0.93159276,Critical,Will Churn,High Monthly Charge
31758-UTT,Male,32,Yes,Uttarakhand,11,29,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,2186.4,0.0,0,441.6,2628.0,Churned,Dissatisfaction,Service dissatisfaction,7,87.6,0.03775199695701788,0.0,0,0,0,0.7,1,0.8281264,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
54598-TAM,Male,59,No,Tamil Nadu,11,32,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,39.3,0.0,0,3.94,43.24,Joined,Others,Others,1,1.3103030303030303,0.4464285714285714,0.0,0,0,0,0.1,1,0.99849594,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
66079-HAR,Male,52,Yes,Haryana,2,31,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1834.95,0.0,0,455.78,2290.73,Churned,Other,Don't know,3,71.5853125,0.032704550710598544,0.0,0,0,0,0.3,1,0.8066283,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
75335-PUN,Male,38,No,Punjab,2,7,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.55,480.6,18.21,0,61.92,524.31,Churned,Price,Extra data charges,1,65.53875,0.08480706630370638,0.03781146179401993,1,0,0,0.1,1,0.8457586,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
88752-JAM,Male,48,No,Jammu & Kashmir,6,27,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.9,50.9,0.0,0,6.95,57.85,Churned,Attitude,Attitude of support person,3,2.0660714285714286,0.864910790144435,0.0,0,0,0,0.3,1,0.99900144,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
87171-JAM,Male,40,Yes,Jammu & Kashmir,12,13,,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,1210.4,0.0,0,345.36,1555.76,Churned,Other,Don't know,3,111.12571428571428,0.0318289267452915,0.0,0,0,0,0.3,1,0.60038304,High,Will Churn,"Month-to-Month Contract, No Premium Support"
37882-WES,Female,78,Yes,West Bengal,1,11,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0.0,0,270.76,3423.26,Churned,Competitor,Competitor offered more data,7,285.2716666666667,0.030999398410167453,0.0,0,0,0,0.7,1,0.9733384,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
66669-HAR,Male,44,No,Haryana,12,32,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,44.05,0.0,0,30.73,74.78,Joined,Others,Others,2,2.266060606060606,0.581287938770124,0.0,0,0,0,0.2,1,0.9988236,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
87123-UTT,Female,41,No,Uttar Pradesh,5,31,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.4,838.7,0.0,0,401.72,1240.42,Stayed,Others,Others,3,38.763125,0.06154242722044111,0.0,0,0,0,0.3,1,0.58683133,High,Will Churn,"Month-to-Month Contract, No Premium Support"
77633-JAM,Female,67,No,Jammu & Kashmir,9,7,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.1,2804.45,0.0,0,210.3,3014.75,Churned,Competitor,Competitor made better offer,6,376.84375,0.031202851695266515,0.0,0,0,0,0.6,1,0.9314293,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), High Monthly Charge"
33773-UTT,Male,58,Yes,Uttar Pradesh,3,6,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.6,20.6,0.0,0,1.48,22.08,Joined,Others,Others,1,3.154285714285714,0.8925476603119585,0.0,0,0,0,0.1,1,0.99822575,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
18832-UTT,Female,63,Yes,Uttar Pradesh,12,12,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,Churned,Attitude,Attitude of service provider,5,10.377692307692307,0.6717680818188507,0.0,0,0,0,0.5,1,0.9992137,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
52773-TAM,Male,73,Yes,Tamil Nadu,13,18,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,3473.4,0.0,0,1826.69,5300.09,Churned,Competitor,Competitor had better devices,6,278.9521052631579,0.01744924157107312,0.0,0,0,1,0.6,1,0.940576,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
27555-GUJ,Female,57,No,Gujarat,7,35,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0.0,0,122.16,791.61,Churned,Competitor,Competitor had better devices,9,21.989166666666666,0.13865583325973682,0.0,0,0,0,0.9,1,0.97260034,Critical,Will Churn,"Month-to-Month Contract, High Monthly Charge"
43877-PUN,Male,23,No,Punjab,6,3,,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,60.85,111.4,0.0,0,30.5,141.9,Joined,Others,Others,5,35.475,0.4258222533240028,0.0,0,0,0,0.5,1,0.99799746,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
47437-AND,Female,81,No,Andhra Pradesh,10,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,Churned,Dissatisfaction,Product dissatisfaction,2,24.28464285714286,0.10235399503649206,0.0,0,0,0,0.2,1,0.93041646,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
14010-GUJ,Female,30,No,Gujarat,9,26,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,2369.05,19.5,0,1210.5,3560.05,Churned,Competitor,Competitor offered more data,7,131.8537037037037,0.02794119711882731,0.008227674521634564,1,0,0,0.7,1,0.66324055,High,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
16764-WES,Male,40,No,West Bengal,15,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,20.8,0.0,0,48.14,68.94,Joined,Others,Others,1,4.924285714285714,0.29739776951672864,0.0,0,0,0,0.1,1,0.99893385,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
42738-UTT,Male,63,Yes,Uttar Pradesh,4,17,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.25,1490.95,0.0,0,384.94,1875.89,Churned,Competitor,Competitor had better devices,4,104.21611111111112,0.041691308494371006,0.0,0,0,0,0.4,1,0.8257901,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
12545-ASS,Female,38,Yes,Assam,13,33,Deal 5,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,521.1,28.35,0,341.74,834.49,Churned,Competitor,Competitor made better offer,7,24.543823529411764,0.08934876539515733,0.054299942539743344,1,0,0,0.7,1,0.8904258,Critical,Will Churn,"Month-to-Month Contract, Has Refunds"
76101-JAM,Female,71,No,Jammu & Kashmir,11,31,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,Churned,Attitude,Attitude of service provider,6,117.319375,0.026230154291892353,0.0124952165449312,1,1,0,0.6,1,0.95413566,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
95991-MAD,Female,37,Yes,Madhya Pradesh,0,32,,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,152.3,0.0,0,84.57,236.87,Joined,Others,Others,3,7.177878787878788,0.21124984235086391,0.0,0,0,0,0.3,1,0.9118577,Critical,Will Churn,Month-to-Month Contract
56256-UTT,Male,40,No,Uttar Pradesh,14,15,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.3,220.4,0.0,0,29.22,249.62,Joined,Others,Others,2,15.60125,0.2805043492139494,0.0,0,0,0,0.2,1,0.9852426,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
59292-AND,Male,54,Yes,Andhra Pradesh,6,27,,No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.9,59.05,0.0,0,0.0,59.05,Churned,Dissatisfaction,Network reliability,2,2.1089285714285713,0.514571190674438,0.0,0,0,0,0.2,1,0.9982692,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption"
14178-MAH,Male,82,Yes,Maharashtra,0,7,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.1,0.0,0,597.96,4034.06,Churned,Price,Lack of affordable download/upload speed,6,504.2575,0.023915381679578494,0.0,0,0,0,0.6,1,0.91565406,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
44630-RAJ,Female,56,No,Rajasthan,1,3,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,522.95,47.19,0,285.32,761.08,Stayed,Others,Others,4,190.27,0.10307316817132059,0.09006584597766962,1,0,0,0.4,1,0.8036388,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
32587-UTT,Female,30,No,Uttar Pradesh,1,27,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.45,141.7,0.0,0,61.11,202.81,Joined,Others,Others,2,7.243214285714286,0.22300181541631914,0.0,0,0,0,0.2,1,0.9110143,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
86970-KER,Male,57,Yes,Kerala,2,9,,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.5,49.5,0.0,30,16.99,96.49,Joined,Others,Others,2,9.649,0.5077443840393887,0.0,0,1,0,0.2,1,0.99937963,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
35816-UTT,Male,43,No,Uttar Pradesh,7,4,,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,54.75,54.75,0.0,0,13.01,67.76,Churned,Dissatisfaction,Network reliability,4,13.552000000000001,0.7962478184991273,0.0,0,0,0,0.4,1,0.9991027,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
21620-TAM,Female,53,No,Tamil Nadu,8,29,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,3243.45,17.01,0,115.63,3342.07,Churned,Dissatisfaction,Product dissatisfaction,8,111.40233333333335,0.031168955481039883,0.005242799241782121,1,0,0,0.8,1,0.91859657,Critical,Will Churn,"Month-to-Month Contract, High Monthly Charge, Has Refunds"
55616-BIH,Female,47,Yes,Bihar,0,7,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,1129.75,0.0,0,535.04,1664.79,Churned,Price,Long distance charges,7,208.09875,0.060481813433866216,0.0,0,0,0,0.7,1,0.94577914,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
87887-MAH,Female,55,No,Maharashtra,1,14,Deal 5,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.15,563.65,0.0,0,385.12,948.77,Churned,Other,Don't know,7,63.251333333333335,0.07491287364309254,0.0,0,0,0,0.7,1,0.5365136,High,Will Churn,Month-to-Month Contract
16641-PUN,Female,26,No,Punjab,3,22,,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,44.85,893.55,0.0,0,0.0,893.55,Churned,Competitor,Competitor offered higher download speeds,4,38.85,0.050136940361075404,0.0,0,0,0,0.4,1,0.7156263,Critical,Will Churn,No Premium Support
72700-UTT,Male,77,No,Uttarakhand,13,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,224.05,0.0,0,9.87,233.92,Churned,Attitude,Attitude of service provider,3,7.31,0.3422441682274817,0.0,0,0,0,0.3,1,0.9978346,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
13793-WES,Female,26,Yes,West Bengal,10,2,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,5743.05,0.0,0,583.55,6326.6,Churned,Competitor,Competitor had better devices,8,2108.866666666667,0.016459637145205132,0.0,0,0,1,0.8,1,0.9170223,Critical,Will Churn,"Short Tenure (<6 months), High Monthly Charge"
66766-UTT,Female,38,No,Uttar Pradesh,6,10,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,212.4,27.6,0,4.92,189.72,Joined,Others,Others,3,17.247272727272726,0.39298447986577184,0.12933458294283037,1,0,0,0.3,1,0.9971929,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
14952-DEL,Male,82,No,Delhi,10,33,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,Churned,Competitor,Competitor made better offer,5,71.11470588235295,0.03896399189714333,0.0,0,0,0,0.5,1,0.97067326,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
71055-AND,Male,66,Yes,Andhra Pradesh,5,35,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,Churned,Competitor,Competitor made better offer,2,3.3822222222222225,0.6060606060606061,0.0,0,1,0,0.2,1,0.9992111,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
18675-TEL,Male,47,No,Telangana,8,18,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.0,3182.95,0.0,0,1392.3,4575.25,Churned,Other,Moved,8,240.80263157894737,0.017481562414640807,0.0,0,0,0,0.8,1,0.7270339,Critical,Will Churn,General Risk
78228-KER,Female,58,Yes,Kerala,3,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,0.0,0,29.78,99.33,Churned,Competitor,Competitor had better devices,2,11.036666666666667,0.693212399083026,0.0,0,0,0,0.2,1,0.99883753,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
68578-BIH,Female,59,Yes,Bihar,10,36,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,863.1,0.0,0,127.8,990.9,Churned,Attitude,Attitude of support person,5,26.78108108108108,0.09023087004738381,0.0,0,0,0,0.5,1,0.8642953,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
27138-BIH,Female,24,Yes,Bihar,5,10,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,639.65,0.0,0,124.74,764.39,Churned,Attitude,Attitude of support person,4,69.49,0.09700936777329205,0.0,0,0,0,0.4,1,0.8121207,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
15513-PUN,Male,50,No,Punjab,8,28,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.05,801.3,0.0,0,201.69,1002.99,Stayed,Others,Others,6,34.58586206896552,0.08770007669399098,0.0,0,0,0,0.6,1,0.83984727,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
59560-TEL,Female,49,Yes,Telangana,4,16,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,94.65,2104.55,0.0,40,1018.16,3162.71,Churned,Competitor,Competitor offered higher download speeds,5,186.04176470588234,0.029917407094834862,0.0,0,1,0,0.5,1,0.7877126,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
34713-KER,Male,58,Yes,Kerala,1,29,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.75,174.75,0.0,0,54.34,229.09,Joined,Others,Others,6,7.636333333333334,0.39441088269807467,0.0,0,0,0,0.6,1,0.99789655,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
41454-JAM,Female,72,Yes,Jammu & Kashmir,14,7,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,Churned,Attitude,Attitude of service provider,4,34.51125,0.3134360677036342,0.0,0,0,0,0.4,1,0.9977863,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
99879-HAR,Male,62,No,Haryana,15,33,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,108.05,0.0,0,30.85,138.9,Churned,Price,Long distance charges,1,4.085294117647059,0.14188706218727662,0.0,0,0,0,0.1,1,0.7588961,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
14825-WES,Male,48,Yes,West Bengal,12,17,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.35,4338.6,0.0,90,2502.76,6931.36,Churned,Attitude,Attitude of support person,4,385.0755555555555,0.01231182454459953,0.0,0,1,1,0.4,1,0.85667634,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
64204-PUN,Male,28,Yes,Punjab,14,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.3,416.3,0.0,0,125.55,541.85,Churned,Attitude,Attitude of service provider,4,180.61666666666667,0.14976512848853274,0.0,0,0,0,0.4,1,0.893641,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
74924-UTT,Male,73,No,Uttar Pradesh,10,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,0.0,0,343.44,1073.39,Churned,Competitor,Competitor had better devices,5,134.17375,0.08572306145812972,0.0,0,0,0,0.5,1,0.9667841,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
82170-TAM,Male,41,No,Tamil Nadu,5,29,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.6,44.6,0.0,0,45.28,89.88,Joined,Others,Others,2,2.996,0.4907570422535212,0.0,0,0,0,0.2,1,0.99977535,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
